Name,Author,Pub Year,ISBN-13,Publisher,Imprint Publisher,BookType,Primary Genre,Genres,Ficiton/non-fiction,Series,Volume,Unit Price,Page number,Language,Read by Stinky,Read by Matt,QTY,To/From,surname,Primary Genre numerical
The Lovely Bones,Alice Sebold,2003,9780330485388,Pan Macmillan,Picador,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,7.99,328,,1,0,1,,Sebold,0
They Both Die at the End,Adam Silvera,2017,9781471166204,Simon & Schuster,,Paperback,Young Adult,"Young Adult, General Fiction",Fiction,,,7.99,373,,1,0,1,,Silvera,9
The Matter of Everything,Suzie Sheehy,2022,9781526618962,Bloomsbury,,Hardback,Popular Science,"Popular Science, Physics",Non-Fiction,,,20.0,313,,0,0,1,,Sheehy,13
A Day of Fallen Night,Samantha Shannon,2023,9781526619792,Bloomsbury,,Proof,Fantasy,Fantasy,Fiction,Roots of Chaos,2,,873,,0,0,1,,Shannon,7
The Priory of the Orange Tree,Samantha Shannon,2020,9781408883358,Bloomsbury,,Paperback,Fantasy,Fantasy,Fiction,Roots of Chaos,1,10.99,829,,1,1,1,,Shannon,7
I Want to Die But I Want to Eat Tteokbokki,Baek Sehee,2022,9781526650863,Bloomsbury,,Proof,Memoirs,"Memoirs, Self-help & Personal Development",Non-Fiction,,,,192,,1,0,1,,Sehee,19
I Want to Die But I Want to Eat Tteokbokki,Baek Sehee,2022,9781526650863,Bloomsbury,,Hardback,Memoirs,"Memoirs, Self-help & Personal Development",Non-Fiction,,,12.99,192,,1,0,1,,Sehee,19
Best of Friends,Kamila Shamsie,2022,9781526647702,Bloomsbury,,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,,315,,1,0,1,,Shamsie,0
The Sonnets and A Lover's Complaint,William Shakespeare,2017,9780241288191,Penguin Random House,Penguin Books,Paperback,Poetry,Poetry Anthologies,Fiction,,,10.0,457,,0,0,1,,Shakespeare,6
The Consultant,Im Seong-Sun,2023,9781526654144,Bloomsbury,Raven Books,Proof,Crime & Mystery,"Thrillers, Fiction in Translation",Fiction,,,,242,,0,0,1,,Seong-Sun,2
Strong Female Lead,Arwa Mahdawi,2022,9781529360677,Hachette,Hodder And Stoughton,Paperback,Feminist Theory,"Feminism & Feminist Theory, Gender Studies",Non-Fiction,,,10.99,262,,0,0,1,,Mahdawi,18
Cleopatra and Frankenstein,Coco Mellors,2023,9780008421793,Harper Collins,4Th Estate,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,9.99,370,,1,0,1,,Mellors,0
Mythos,Stephen Fry,2018,9781405934138,Penguin Random House,Penguin Books,Paperback,Myths & Legends,Mythology & Legends,Fiction,Stephen Fry's Greek Myths,1,10.99,441,,0,1,1,,Fry,12
The Subtle Knife,Philip Pullman,1998,9780590112895,Scholastic Childrens Books,Scholastic Ltd,Paperback,Children's & Teenage,"Childrens & Teenage, Fantasy, Adventure",Fiction,His Dark Materials,2,6.99,341,,1,0,1,,Pullman,10
The Amber Spyglass,Philip Pullman,2001,9780439993586,Scholastic Childrens Books,Scholastic Ltd,Paperback,Children's & Teenage,"Childrens & Teenage, Fantasy, Adventure",Fiction,His Dark Materials,3,6.99,548,,1,0,1,,Pullman,10
How To  ,Randall Munroe,2019,9781473680326,Hachette,John Murray,Proof,Popular Science,"Popular Science, Comic Books & Cartoon Art",Non-Fiction,,,,290,,0,0,1,,Munroe,13
The Stargazers,Harriet Evans,2023,9781472271426,Hachette,Headline,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,,403,,0,0,1,,Evans,0
Monsters,Claire Dederer,2023,9781399722322,Hachette,"Little, Brown",Proof,Philosophy,"Theory of Art, Ethical Issues & Debates",Non-Fiction,,,,273,,1,0,1,,Dederer,16
Everything I Never Told You,Celeste Ng,2014,9780349134284,Hachette,"Little, Brown",Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,8.99,297,,0,0,1,,Ng,0
River Sing Me Home,Eleanor Shearer,2023,9781472291363,Hachette,Headline,Proof,Historical Fiction,"Historical Fiction, Slavery & Abolition of Slavery",Fiction,,,,374,,0,0,1,,Shearer,11
If He Had Been With Me,Laura Nowlin,2019,9781728205489,Sourcebooks Fire,Sourcebooks,Paperback,Young Adult,Young Adult Romance,Fiction,,,9.99,389,,1,0,1,,Nowlin,9
The Hundred Loves of Juliet,Evelyn Skye,2023,9781035408054,Hachette,Headline,Proof,Romance,Contemporary Romance,Fiction,,,,320,,1,0,1,,Skye,3
Spoilt Creatures,Amy Twigg,2024,9781035411573,Hachette,Headline,Proof,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Psycology",Fiction,,,,323,,1,0,1,,Twigg,0
The Gravity of Us,Phil Stamper,2020,9781526619945,Bloomsbury,Bloomsbury Ya,Paperback,Children's & Teenage,"Childrens & Teenage, Romance, LGBTQ",Fiction,,,7.99,312,,0,0,1,,Stamper,10
As Far As You'll Take Me,Phil Stamper,2021,9781526630728,Bloomsbury,Bloomsbury Ya,Paperback,Children's & Teenage,"Childrens & Teenage, Romance, LGBTQ",Fiction,,,7.99,313,,0,0,1,,Stamper,10
Golden Boys,Phil Stamper,2022,9781526643841,Bloomsbury,Bloomsbury Ya,Paperback,Children's & Teenage,"Childrens & Teenage, Romance, LGBTQ",Fiction,,,7.99,372,,0,0,1,,Stamper,10
Three Women ,Lisa Taddeo,2020,9781526611642,Bloomsbury,,Paperback,Feminist Theory,"True Stories, Gender Studies, Sociology",Non-Fiction,,,9.99,389,,0,0,1,,Taddeo,18
Together We Will Go,J Michael Straczynski,2021,9781789097474,Titan Books,,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,8.99,324,,1,0,1,,Straczynski,0
Everybody Lies,Seth Stephens-Davidowitz,2018,9781408894736,Bloomsbury,Bloomsbury Paperbacks,Paperback,Sociology,"Sociology, Data Analysis, Politics & Government",Non-Fiction,,,10.99,338,,0,0,1,,Stephens-Davidowitz,15
Home,Cailean Steed,2023,9781526641663,Bloomsbury,Raven Books,Proof,Crime & Mystery,"Crime & Mystery, Thrillers",Fiction,,,,323,,0,0,1,,Steed,2
A Man for All Markets,Edward O Thorp,2017,9781786071972,Oneworld Publications,,Paperback,Memoirs,"Business & Industry Autobiographies, Finance",Non-Fiction,,,10.99,396,,0,0,1,,Thorp,19
The Secret History,Donna Tartt,1993,9780140167771,Penguin Random House,Penguin Books,Paperback,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Dark Academia",Fiction,,,8.99,628,,1,0,1,,Tartt,0
Ghost Lover,Lisa Taddeo,2022,9781526653178,Bloomsbury,Bloomsbury Circus,Trade Paperback,Short Stories,Short Stories,Fiction,,,13.99,221,,0,0,1,,Taddeo,1
Animal,Lisa Taddeo,2021,9781526630940,Bloomsbury,Bloomsbury Circus,Proof,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Feminism & Feminist Theory",Fiction,,,,321,,1,0,1,,Taddeo,0
Chronicles from the Land of the Happiest People on Earth,Wole Soyinka,2021,9781526638243,Bloomsbury,Bloomsbury Circus,Proof,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Thrillers",Fiction,,,,444,,0,0,1,,Soyinka,0
Not a Diet Book,James Smith,2020,9780008374297,Harper Collins,,Paperback,Sociology,"Fitness & Diet, Assertiveness, Motivation & Self-Esteem",Non-Fiction,,,9.99,295,,0,0,1,,Smith,15
Shadow and Bone,Leigh Bardugo,2018,9781510106369,Hachette,Hachette Childrens,Paperback,Young Adult,Young Adult Fantasy Romance,Fiction,Shadow and Bone,1,7.99,307,,1,1,1,,Bardugo,9
Siege and Storm,Leigh Bardugo,2018,9781510106376,Hachette,Hachette Childrens,Paperback,Young Adult,Young Adult Fantasy Romance,Fiction,Shadow and Bone,2,7.99,386,,1,1,1,,Bardugo,9
Ruin and Rising,Leigh Bardugo,2018,9781510106383,Hachette,Hachette Childrens,Paperback,Young Adult,Young Adult Fantasy Romance,Fiction,Shadow and Bone,3,7.99,354,,0,1,1,,Bardugo,9
Harry Potter and the Philosopher's Stone,J K Rowling,2014,9781408855652,Bloomsbury,Bloomsbury Childrens Books,Paperback,Children's & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,1,7.99,331,,0,1,1,,Rowling,10
Harry Potter and the Prisoner of Azkaban,J K Rowling,2014,9781408855676,Bloomsbury,Bloomsbury Childrens Books,Paperback,Children's & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,3,7.99,461,,0,1,1,,Rowling,10
Harry Potter and the Goblet of Fire,J K Rowling,2014,9781408855683,Bloomsbury,Bloomsbury Childrens Books,Paperback,Children's & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,4,8.99,616,,0,1,1,,Rowling,10
Harry Potter and the Order of the Phoenix,J K Rowling,2014,9781408855690,Bloomsbury,Bloomsbury Childrens Books,Paperback,Children's & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,5,8.99,799,,0,1,1,,Rowling,10
Harry Potter and the Half Blood Prince,J K Rowling,2014,9781408855706,Bloomsbury,Bloomsbury Childrens Books,Paperback,Children's & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,6,8.99,541,,0,1,1,,Rowling,10
Harry Potter and the Deathly Hallows,J K Rowling,2014,9781408855713,Bloomsbury,Bloomsbury Childrens Books,Paperback,Children's & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,7,8.99,619,,0,1,1,,Rowling,10
Q&A a Day,Potter Gift,2011,9780307719775,Penguin Random House,Crown Publishing Group,Hardback,Gifts,Journals,Non-Fiction,,,14.99,368,,1,0,1,,Gift,20
Beautiful Daughter,Jenny Kempe,2013,9781846346071,Helen Exley,,Hardback,Gifts,Gifts,Fiction,Life is Beautiful,,,36,,1,0,1,,Kempe,20
"Starry Night, Blurry Dreams",Henn Kim,2021,9781526635600,Bloomsbury,,Hardback,Poetry,Poetry  ,Fiction,,,12.99,304,,0,0,1,,Kim,6
Woodwork,Dk,2020,9780241412428,Dk,,Hardback,DIY,"DIY, Carpentry & Woodworking",Non-Fiction,,,25.0,399,,0,0,1,,Dk,23
Housebuilder's Bible,Mark Brinkley,2021,9781916016811,Ovolo Books,,Paperback,DIY,Home Renovation & Extension,Non-Fiction,,,25.0,346,,0,0,1,,Brinkley,23
Natural Flava,Craig & Shaun Mcanuff,2022,9781526631879,Bloomsbury,,Hardback,Cookery,Cookery,Non-Fiction,,,22.0,253,,0,0,1,,Mcanuff,24
Bosh!,Henry Firth & Ian Theasby,2018,9780008262907,Harper Collins,Hq,Hardback,Cookery,Cookery,Non-Fiction,,,22.0,288,,0,0,1,,Theasby,24
The Green Roasting Tin,Rukmini Iyer,2018,9781910931899,Penguin Random House,Vinage,Hardback,Cookery,Cookery,Non-Fiction,The Roasting Tin ,,17.99,238,,0,0,1,,Iyer,24
Curry Everyday,Atul Kochhar,2022,9781472985996,Bloomsbury,Bloomsbury Absolute,Hardback,Cookery,Cookery,Non-Fiction,,,26.0,303,,0,0,1,,Kochhar,24
Peter Bakes,Peter Sawkins,2021,9781785303500,Black & White Publishing,,Hardback,Cookery,Cookery,Non-Fiction,,,20.0,247,,0,0,1,,Sawkins,24
The Shared Table,Clare Scrine,2019,9781925811247,Smith Street Books,,Flexiback,Cookery,Cookery,Non-Fiction,,,20.0,219,,0,0,1,,Scrine,24
Check & Mate,Ali Hazelwood,2023,9781408731307,Hachette,"Little, Brown",Proof,Romance,Contemporary Romance,Fiction,,,,352,,0,0,1,,Hazelwood,3
Labyrinth,Kate Mosse,2006,9780752877327,Hachette,Orion,Paperback,Historical Fiction,Historical Fiction,Fiction,The Languedoc Trilogy,1,7.99,702,,0,0,1,,Mosse,11
House of Sky and Breath,Sarah J Maas,2023,9781526628220,Bloomsbury,,Paperback,Fantasy,"Fantasy, Romance",Fiction,Crescent City,2,9.99,804,,1,1,1,,Maas,7
You're Not Supposed to Die Tonight,Kalynn Bayron,2023,9781526667403,Bloomsbury,Bloomsbury Ya,Proof,Young Adult,"Young Adult, Horror & Ghost Stories",Fiction,,,,227,,0,0,1,,Bayron,9
Welcome to the Hyunam-Dong Bookshop,Hwang Bo-Reum,2023,9781526662279,Bloomsbury,,Proof,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Translated Fiction",Fiction,,,,299,,0,0,1,,Bo-Reum,0
Life and Soul of the Party,Mike Gayle,2020,9780340825440,Hachette,Hodder And Stoughton,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction. Romcom,Fiction,,,8.99,325,,0,0,1,,Gayle,0
American Gods,Neil Gaiman,2017,9781472245540,Hachette,Headline,Paperback,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Crime & Thriller",Fiction,The American Gods Quartet,1,8.99,635,,0,0,1,,Gaiman,0
When We Were Birds,Ayanna Lloyd Banwo,2023,9780241991633,Penguin Random House,Penguin Books,Paperback,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Romance, Myths and Legends",Fiction,,,9.99,278,,0,0,1,,Banwo,0
Meet Me in Another Life,Catriona Silvey,2021,9780008399849,Harper Collins,Harpervoyager,Hardback,Science Fiction,"Science Fiction, Romance",Fiction,,,14.99,310,,0,0,1,,Silvey,8
Alexandria,Islam Issa,2023,9781399730761,Hachette,Hodder And Stoughton,Proof,History,History,Non-Fiction,,,,480,,0,0,1,,Issa,17
The Haunting Season,Bridget Collins,2022,9780751581997,Hachette,"Little, Brown",Paperback,Historical Fiction,"Historical Fiction, Ghost Stories",Fiction,,,8.99,291,,0,0,1,,Collins,11
The Fox Wife,Yangsze Choo,2024,9781529435559,Hachette,Quercus,Proof,Myths & Legends,"Myths & Legends, Historical Fiction",Fiction,,,,388,,0,0,1,,Choo,12
The Shadow of the Wind,Carlos Ruiz Zafon,2018,9781474609883,Hachette,Orion,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,10.99,524,,0,0,1,,Zafon,0
Ninth House,Leigh Bardugo,2020,9781473227989,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Alex Stern,1,8.99,455,,0,0,1,,Bardugo,7
Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,2023,9780356519128,Hachette,"Little, Brown",Hardback,Fantasy,Fantasy,Fiction,Emily Wilde,1,14.99,315,,0,0,1,,Fawcett,7
The Fury,Alex Michaelides,2024,9780241575536,Penguin Random House,Michael Joseph,Proof,Crime & Mystery,"Crime & Mystery, Thriller",Fiction,,,,333,,0,0,1,,Michaelides,2
Martyr!,Kaveh Akbar,2024,9781035026067,Pan Macmillan,Picador,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,,329,,0,0,1,,Akbar,0
Fruit of the Dead,Rachel Lyon,2024,9781398524996,Simon & Schuster,Scribner,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,,301,,0,0,1,,Lyon,0
James,Percival Everett,2024,9781035031238,Pan Macmillan,Mantle,Proof,Historical Fiction,Historical Fiction,Fiction,,,,306,,0,0,1,,Everett,11
A Sign of Her Own ,Sarah Marsh,2024,9781035401611,Hachette,Headline,Proof,Historical Fiction,Historical Fiction,Fiction,,,,417,,0,0,1,,Marsh,11
Diva,Daisy Goodwin,2024,9781035906703,Bloomsbury,Head Of Zeus,Proof,Historical Fiction,Historical Fiction,Fiction,,,,323,,0,0,1,,Goodwin,11
West Heart Kill,Dann Mcdorman,2023,9781526666239,Bloomsbury,Raven Books,Trade Paperback,Crime & Mystery,Crime & Mystery,Fiction,,,13.99,271,,0,0,1,,Mcdorman,2
The Angel's Game,Carlos Ruiz Zafon,2010,9780753826492,Hachette,Orion,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,7.99,504,,0,0,1,From Jane Davies,Zafon,0
The Watcher in the Shadows,Carlos Ruiz Zafon,2014,9780753829257,Hachette,Orion,Paperback,Young Adult,"Young Adult, Horror & Ghost Stories",Fiction,,,7.99,246,,0,0,1,From Jane Davies,Zafon,9
The Road Trip,Beth O'Leary,2022,9781529409093,Hachette,Quercus,Paperback,Romance,Romance,Fiction,,,8.99,438,,1,0,1,,O'Leary,3
SAS Survival Guide,John 'Lofty' Wiseman,2018,9780008133788,Harper Collins,William Collins,Paperback,Travel & Holiday Guides,"Travel & Maps, Outdoor Survival Skills",Non-Fiction,,,5.99,384,,0,0,1,,Wiseman,21
The First Binding,R R Virdi,2023,9781473234000,Hachette,Orion,Paperback,Fantasy,Fantasy ,Fiction,Tales of Tremaine,1,10.99,817,,0,0,1,,Virdi,7
Flawless,Elsie Silver,2023,9780349437675,Hachette,"Little, Brown",Paperback,Romance,Romance,Fiction,Chestnut Springs,1,9.99,397,,0,0,1,,Silver,3
Funny Feelings,Tarah Dewitt,2023,9780349438948,Hachette,"Little, Brown",Paperback,Romance,Romance,Fiction,,,9.99,304,,0,0,1,,Dewitt,3
Archer's Voice,Mia Sheridan,2018,9781538727355,Hachette,Forever,Paperback,Romance,Romance,Fiction,,,9.99,387,,0,0,1,,Sheridan,3
The Well of Ascension,Brandon Sanderson,2009,9780575089938,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Mistborn,2,9.99,781,,0,1,1,,Sanderson,7
Icebreaker,Hannah Grace,2023,9781398525689,Simon & Schuster,,Paperback,Romance,Romance,Fiction,,,8.99,432,,0,0,1,,Grace,3
The Paris Apartment,Lucy Foley,2022,9780008385071,Harper Collins,Harper Collins,Paperback,Crime & Mystery,Crime & Mystery,Fiction,,,8.99,410,,1,0,1,,Foley,2
Small Hours,Bobby Palmer,2024,9781035413805,Hachette,Headline,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,,424,,1,0,1,,Palmer,0
Two Twisted Crowns,Rachel Gillig,2023,9780356519500,Hachette,"Little, Brown",Paperback,Fantasy,"Fantasy, Gothic",Fiction,The Shepherd King,2,9.99,430,,1,1,1,,Gillig,7
Why Did You Stay?,Rebecca Humphries,2023,9780751584813,Hachette,"Little, Brown",Paperback,Sociology,Family & Relationships,Non-Fiction,,,9.99,403,,0,0,1,,Humphries,15
The Marriage Portrait,Maggie O'Farrell,2022,9781472223845,Hachette,Headline,Hardback,Historical Fiction,Historical Fiction,Fiction,,,25.0,438,,0,0,1,,O'Farrell,11
Love Letters to a Serial Killer,Tasha Coryell,2024,9781398716735,Hachette,Orion,Proof,Crime & Mystery,Crime & Mystery,Fiction,,,,453,,0,0,1,,Coryell,2
From Lukov With Love,Mariana Zapata,2022,9781035402823,Hachette,Headline,Paperback,Romance,Romance,Fiction,,,9.99,485,,1,0,1,,Zapata,3
Magnolia Parks,Jessa Hastings,2023,9781398716902,Hachette,Orion,Paperback,Romance,Romance,Fiction,Magnolia Parks,1,8.99,433,,1,0,1,,Hastings,3
Cleaner,Brandi Wells,2023,9781472299550,Hachette,Headline,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,,325,,0,0,1,,Wells,0
Heartstopper 2,Alice Oseman,2019,9781444951400,Hachette,Hachette Childrens,Paperback,Young Adult,Young Adult,Fiction,Heartstopper,2,12.99,558,,0,0,1,,Oseman,9
The Great Experiment,Yascha Mounk,2022,9781526630148,Bloomsbury,Bloomsbury,Proof,Sociology,Sociology,Non-Fiction,,,,353,,0,0,1,,Mounk,15
A Haunting on the Hill,Elizabeth Hand,2023,9781408731321,Hachette,"Little, Brown",Proof,Crime & Mystery,Crime & Mystery,Fiction,,,,322,,0,0,1,,Hand,2
48 Clues into the Disappearance of My Sister,Joyce Carol Oates,2023,9781837932771,Bloomsbury,Head Of Zeus,Hardback,Crime & Mystery,Crime & Mystery,Fiction,,,20.0,297,,0,0,1,,Oates,2
Trial of the Sun Queen,Nisha J Tuli,2023,9780356523378,Hachette,"Little, Brown",Paperback,Fantasy,"Fantasy, Romance",Fiction,Artefacts of Ouranos,1,9.99,386,,0,0,1,,Tuli,7
Legacy of Ash,Matthew Ward,2020,9780356513379,Hachette,"Little, Brown",Paperback,Fantasy,Fantasy,Fiction,The Legacy,1,9.99,768,,0,0,1,,Ward,7
Too Late,Colleen Hoover,2023,9781408729465,Hachette,"Little, Brown",Paperback,Crime & Mystery,Crime & Mystery,Fiction,,,9.99,383,,0,0,1,,Hoover,2
How to Train Your Dragon,Cressida Cowell,2017,9780340999073,Hachette,Hachette Childrens,Paperback,Children's & Teenage,Childrens & Teenage,Fiction,How to Train Your Dragon,1,7.99,227,,0,0,1,,Cowell,10
A Court of Silver Flames,Sarah J Maas,2022,9781526635365,Bloomsbury,Bloomsbury,Paperback,Fantasy,"Fantasy, Romance",Fiction,A Court of Thorns and Roses,5,9.99,757,,1,1,1,,Maas,7
A Court of Frost and Starlight,Sarah J Maas,2020,9781526617187,Bloomsbury,Bloomsbury,Paperback,Fantasy,"Fantasy, Romance",Fiction,A Court of Thorns and Roses,4,7.99,233,,1,1,1,,Maas,7
First Down,Grace Reilly,2023,9781035412815,Hachette,Headline,Paperback,Romance,Romance,Fiction,Beyond the Play,1,9.99,293,,1,0,1,,Reilly,3
A Brief History of Black Holes,Dr Becky Smethurst,2023,9781529086744,Pan Macmillan,Pan Books,Paperback,Popular Science,"Popular Science, Cosmology",Non-Fiction,,,10.99,279,,0,0,1,,Smethurst,13
Calling Bullshit,Carl T Bergstrom & Jevin D West,2021,9780141987057,Penguin Random House,Penguin Books,Paperback,Popular Science,"Popular Science, Mathematics, Data Analysis",Non-Fiction,,,10.99,318,,0,0,1,,West,13
Piranesi,Susanna Clarke,2021,9781526622433,Bloomsbury,Bloomsbury,Paperback,Fantasy,"Fantasy, Modern & Contemporary Fiction",Fiction,,,8.99,245,,1,0,1,,Clarke,7
A Curse For True Love,Stephanie Garber,2023,9781529399295,Hachette,Hodder And Stoughton,Trade Paperback,Fantasy,"Fantasy, Romance",Fiction,Once Upon a Broken Heart,3,14.99,385,,1,0,1,,Garber,7
Divine Rivals,Rebecca Ross,2023,9780008600662,Harper Collins,Magpie Books,Trade Paperback,Fantasy,"Fantasy, Romance, Young Adult",Fiction,Letters of Enchantment ,1,13.99,357,,1,0,1,,Ross,7
Daisy Haites,Jessa Hastings,2023,9781398716933,Hachette,Orion,Paperback,Romance,Romance,Fiction,Magnolia Parks,2,8.99,499,,0,0,1,,Hastings,3
Foxglove,Adalyn Grace,2023,9781399705158,Hachette,Hodder And Stoughton,Trade Paperback,Fantasy,"Fantasy, Gothic",Fiction,Belladonna,2,14.99,454,,0,0,1,,Grace,7
The Unmaking of June Farrow,Adrienne Young,2023,9781529433616,Hachette,Quercus,Hardback,Fantasy,Fantasy,Fiction,,,18.99,315,,0,0,1,,Young,7
The Alloy of Law,Brandon Sanderson,2012,9780575105836,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Mistborn,4,9.99,332,,0,0,1,,Sanderson,7
Shadows of Self,Brandon Sanderson,2015,9781473208230,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Mistborn,5,9.99,383,,0,0,1,,Sanderson,7
The Bands of Mourning,Brandon Sanderson,2016,9781473208278,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Mistborn,6,9.99,447,,0,0,1,,Sanderson,7
The Lost Metal,Brandon Sanderson,2022,9781473215283,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Mistborn,7,10.99,507,,0,0,1,,Sanderson,7
Iron Flame,Rebecca Yarros,2023,9780349437033,Hachette,"Little, Brown",Trade Paperback,Fantasy,"Fantasy, Romance",Fiction,The Empyrean ,2,16.99,623,,1,0,2,,Yarros,7
Iron Flame,Rebecca Yarros,2023,9780349437026,Hachette,"Little, Brown",Hardback,Fantasy,"Fantasy, Romance",Fiction,The Empyrean ,2,22.0,623,,1,0,1,,Yarros,7
Ugly Love,Colleen Hoover,2014,9781471136726,Simon & Schuster,Simon & Schuster,Paperback,Romance,Romance,Fiction,,,8.99,322,,0,0,1,,Hoover,3
"Really Good, Actually",Monica Heisey,2023,9780008511722,Harper Collins,4Th Estate,Hardback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,14.99,375,,0,0,1,,Heisey,0
Babel,R F Kuang,2023,9780008501853,Harper Collins,Harpervoyager,Paperback,Fantasy,"Fantasy, Dark Academia",Fiction,,,9.99,546,,0,0,1,,Kuang,7
My Dark Romeo,Parker S Huntington And L J Shen,2023,9781398721999,Hachette,Orion,Paperback,Romance,Romance,Fiction,,,9.99,478,,0,0,1,,Shen,3
Stealing Home,Grace Reilly,2023,9781035412860,Hachette,Headline,Paperback,Romance,Romance,Fiction,Beyond the Play,2,9.99,431,,0,0,1,,Reilly,3
The Narrow Road Between Desires,Patrick Rothfuss,2023,9781399616218,Hachette,Orion,Hardback,Fantasy,Fantasy,Fiction,The Kingkiller Chronicle,3,18.99,226,,0,0,1,,Rothfuss,7
Powerless,Lauren Roberts,2023,9781398529489,Simon & Schuster,Simon & Schuster,Paperback,Fantasy,"Fantasy, Romance",Fiction,Powerless,1,9.99,502,,0,0,1,,Roberts,7
Wildfire,Hannah Grace,2023,9781398525719,Simon & Schuster,Simon & Schuster,Paperback,Romance,Romance,Fiction,,,9.99,386,,0,0,1,,Grace,3
